"Tipo de producto","Marca","Nombre de Fantasía","Denominación de venta","RNPA"
"Alimentos para lactantes (0-12 meses)","Nutribaby Prematuros","No registra","Fórmula láctea en polvo para lactantes de bajo peso al nacer, desde el nacimiento con hierro, prebióticos, ácidos grasos poliinsaturados de cadena larga libre de gluten","025/080000019-3-7/155"
"Alimentos para lactantes (0-12 meses)","Nutrilon","Nutrilon Prematuros","Fórmula láctea en polvo con ácidos grasos poliinsaturados de cadena larga para lactantes de bajo peso al nacer, libre de gluten","660070"
"Alimentos para lactantes (0-12 meses)","Nutrilon AR","No registra","fórmula láctea en polvo, con ácidos grasos de cadena poliinsaturados de cadena larga y nucleótidos, para lactantes - libre de gluten","02-553534"
"Alimentos para lactantes (0-12 meses)","Nutrilon Prematuros 1 con Immunofortis","Nutrilon Prematuros 1 con Immunofortis","Fórmula láctea, líquida, con ácidos grasos poliinsaturados de cadena larga y nucleótidos, para lactantes de bajo peso al nacer. Libre de gluten","646435"
"Alimentos para lactantes (0-12 meses)","Nutrilon Prematuros 1 con Immunofortis","Nutrilon Prematuros 1 con Immunofortis","Fórmula láctea líquida con ácidos grasos poliinsaturados de cadena larga y nucleótidos para lactantes de bajo peso al nacer. Libre de gluten","666325"
"Alimentos para lactantes (0-12 meses)","Nutrilon Prematuros 1 con Immunofortis","Nutrilon Prematuros 1 con Immunofortis","Fórmula láctea en polvo con ácidos grasos poliinsaturados de cadena larga y nucleótidos para lactantes de bajo peso al nacer. Libre de gluten","666326"
"Alimentos para lactantes (0-12 meses)","Nutrilon Prematuros 2","No registra","Fórmula láctea en polvo con ácidos grasos poliinsaturados de cadena larga y nucleótidos para lactantes de bajo peso al nacer. Libre de gluten","666334"
"Alimentos para lactantes (0-12 meses)","Nutrilon Premium","No registra","Fórmula láctea de inicio UAT con hierro para lactantes libre de gluten","21-098546"
"Alimentos para lactantes (0-12 meses)","Nutrilon Premium","No registra","Fórmula láctea de continuación UAT con hierro para lactantes libre de gluten","21-098547"
"Alimentos para lactantes (0-12 meses)","Nutrilon Premium 1","No registra","Fórmula láctea de inicio en polvo con hierro para lactantes desde el nacimiento hasta los 6 meses a base de suero lácteo, leche descremada, lactosa, aceites vegetales, vitaminas y minerales, libre de gluten","02-503708"
"Alimentos para lactantes (0-12 meses)","Nutrilon Premium 1 - Con Inmunofortis & LCP","No registra","Fórmula láctea de inicio en polvo, con hierro, prebióticos, ácidos grasos poliinsaturados de cadena larga y nucleótidos, para lactantes desde el nacimiento hasta los 6 meses de edad. Libre de gluten - Sin TACC","02-569004"
"Alimentos para lactantes (0-12 meses)","Nutrilon Premium 2","No registra","Fórmula láctea de continuación, en polvo con hierro para lactantes a partir de los seis meses a base de leche entera y descremada, maltodextrina, aceite vegetal, vitaminas y minerales - Libre de gluten","02-503899"
"Alimentos para lactantes (0-12 meses)","Nutrilon Premium 2 - con Inmunofortis & LCP","No registra","Fórmula láctea de continuación, en polvo, con hierro, prebióticos, ácidos grasos poliinsaturados de cadena larga y nucleótidos para lactantes a partir de los 6 meses. Libre de gluten - Sin TACC","02-569006"
"Alimentos para lactantes (0-12 meses)","Nutrilon Premium 3 - con Inmunofortis & con LCP","No registra","Leche modificada en polvo, con prebióticos y ácidos grasos poliinsaturados de cadena larga, para niños después de la primera infancia. Libre de gluten - Sin TACC","02-569002"
"Alimentos para lactantes (0-12 meses)","Nutrilon profutura 1","No registra","Formula láctea de inicio en polvo, adicionada con gos y fos, fortificado con calcio, zinc, vitaminas A, D y C, con ácidos grasos poliinsaturados de cadena larga y nucleótidos, para lactantes. Libre de gluten","02-594617"
"Alimentos para lactantes (0-12 meses)","Nutrilon profutura 1","No registra","Formula láctea de inicio en polvo, adicionada con gos y fos, fortificado con calcio, zinc, vitaminas A, D y C. Libre de gluten","02-594617"
"Alimentos para lactantes (0-12 meses)","Nutrilon Profutura 1","No registra","Fórmula láctea UAT de inicio con hierro, para lactantes libre de gluten","21-104442"
"Alimentos para lactantes (0-12 meses)","Nutrilon Profutura 2","No registra","Fórmula láctea de continuación UAT con hierro, para lactantes. Libre de gluten","21-104441"
"Alimentos para lactantes (0-12 meses)","Nutrilon Profutura 2","No registra","Fórmula láctea de continuación en polvo, adicionada con GOS y FOS, fortificada con hierro, calcio, zinc, vitaminas A, D y C, con ácidos grasos poliinsaturados de cadena larga y nucleótidos, para lactantes. Libre de gluten","02-593501"
"Alimentos para lactantes (0-12 meses)","Nutrilon Soya","No registra","Alimento infantil en polvo, a base de proteínas aislada de soja - Libre de lactosa y sacarosa - Libre de gluten","02-514673"
"Alimentos para lactantes (0-12 meses)","Nutriprem 2","Nutrilon Prematuros 2 con Immunofortis?","Fórmula láctea líquida, con ácidos grasos poliinsaturados de cadena larga y nucleótidos, para lactantes de bajo peso al nacer. Libre de gluten","666336"
"Alimentos para lactantes (0-12 meses)","Nutriprem 2","Nutrilon Prematuros 2 con Immunofortis?","Fórmula láctea en polvo, con ácidos grasos poliinsaturados de cadena larga y nucleótidos para lactantes de bajo peso al nacer. Libre de gluten","666334"
"Alimentos para lactantes (0-12 meses)","Sancor Advance (0 a meses)","No registra","Fórmula láctea en polvo para lactantes - Libre de gluten","21-098580"
"Alimentos para lactantes (0-12 meses)","Sancor Advance (1 a 3 Años)","No registra","Fórmula láctea en polvo para niños libre de gluten","21-098582"
"Alimentos para lactantes (0-12 meses)","Sancor Advance (6 a 12 Meses)","No registra","Fórmula láctea en polvo para lactantes - Libre de gluten","21-098581"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé","No registra","Fórmula de continuación en polvo con hierro y prebióticos para lactantes (6 a 12meses) Libre de gluten","21-088929"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé","No registra","Fórmula de inicio en polvo con hierro y prebióticos para lactantes (0 a 6 Meses)libre de gluten","21-088932"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé","No registra","Fórmula de inicio UAT para lactantes","21-101573"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé","No registra","Fórmula de continuación UAT para lactantes","21-101574"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé","No registra","Fórmula de inicio en polvo para lactantes","21-101624"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé","No registra","Fórmula de continuación en polvo para lactantes","21-101635"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé","No registra","Fórmula de inicio UAT con hierro y prebióticos para lactantes (0 a 6 Meses) Libre de gluten","21-088924"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé","No registra","Fórmula de continuación UAT con hierro y prebióticos para lactantes (6 a 12 Meses) Libre de gluten","21-088931"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé","A.C.","Fórmula láctea en polvo para lactantes con ácidos grasos poliinsaturados de cadena larga, nucleótidos y fibra. Libre de gluten","790065"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé","H.A.","Fórmula en polvo para lactantes con proteínas hidrolizadas, ácidos grasos poliinsaturados de cadena larga, nucleótidos y fibra. Libre de gluten","790063"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé","S.L.","Fórmula en polvo para lactantes con ácidos grasos poliinsaturados de cadena larga y nucleótidos. Libre de gluten","790064"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé","No registra","Preparado lácteo fermentado, endulzado, con pulpa de manzana y banana con vitaminas y minerales para lactantes mayores a 6 meses, libre de gluten","4055583"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé","No registra","Preparado lácteo fermentado, endulzado, sabor vainilla con vitaminas y minerales para lactantes mayores a 6 meses - Libre de gluten","4055584"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé - A.R.","No registra","Fórmula láctea en polvo para lactantes con ácidos grasos poliinsaturados de cadena larga, nucleótidos y fibra. Libre de gluten","790062"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé 0 a 6 Años","No registra","Fórmula de inicio UAT con hierro y Prebióticos para lactantes - Libre de gluten","21-097654"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé 0 a 6 Meses","No registra","Fórmula de Inicio en polvo con hierro para lactantes libre de gluten","21-043500"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé 0 a 6 Meses","No registra","Fórmula de inicio UAT con hierro para lactantes libre de gluten","21-043504"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé 0 a 6 Meses","No registra","Fórmula de inicio UAT con hierro para lactantes - Libre de gluten","21-097650"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé 0 a 6 Meses","No registra","Fórmula de inicio en polvo con hierro y Prebióticos para lactantes libre de gluten","21-097652"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé 0 a 6 Meses","No registra","Fórmula de inicio en polvo con hierro para lactantes - Libre de gluten","21-097656"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé 1","No registra","Fórmula láctea de inicio UAT para lactantes - Libre de gluten","21-108606"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé 1","No registra","Fórmula de inicio en polvo para lactantes. Libre de gluten","21-108743"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé 2","No registra","Fórmula láctea de continuación UAT para lactantes - Libre de gluten","21-108605"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé 2","No registra","Fórmula láctea de continuación en polvo para lactantes. Libre de gluten","21-108742"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé 6 a 12 Meses","No registra","Fórmula de continuación en polvo con hierro para lactantes libre de gluten","21-043501"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé 6 a 12 Meses","No registra","Fórmula de continuación UAT con hierro para lactantes libre de gluten","21-043602"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé 6 a 12 Meses","No registra","Fórmula de continuación en polvo con hierro y Prebióticos para lactantes - Libre de gluten","21-097651"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé 6 a 12 Meses","No registra","Fórmula de continuación UAT con hierro y Prebióticos para lactantes libre de gluten","21-097653"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé 6 a 12 Meses","No registra","Fórmula de continuación en polvo con hierro para lactantes - Libre de gluten","21-097655"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé 6 a 12 Meses","No registra","Fórmula de continuación UAT con hierro para lactantes - Libre de gluten","21-097657"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé Prematuro","No registra","Fórmula para lactantes de bajo peso al nacer UAT Libre de gluten","21-043503"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé Prematuro","No registra","Fórmula UAT para Lactantes de Bajo Peso Al Nacer - Libre de gluten","21-097644"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé Premium (0 a 6 Meses)","No registra","Fórmula de inicio en polvo para lactantes - Libre de gluten","21-098107"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé Premium (0 a 6 Meses)","No registra","Fórmula de inicio UAT para lactantes libre de gluten","21-098110"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé Premium (6 a 12 Meses)","No registra","Fórmula de continuación en polvo para lactantes - Libre de gluten","21-098106"
"Alimentos para lactantes (0-12 meses)","Sancor Bebé Premium (6 a 12 Meses)","No registra","Fórmula de continuación UAT para lactantes - Libre de gluten","21-098109"
"Alimentos para lactantes (0-12 meses)","Sancor Premier (0 a 6 Meses)","No registra","Fórmula láctea en polvo para lactantes - Libre de gluten","21-098583"
"Alimentos para lactantes (0-12 meses)","Sancor Premier (0 a 6 meses)","No registra","Fórmula láctea en polvo para lactantes - Libre de gluten","21-098583"
"Alimentos para lactantes (0-12 meses)","Sancor Premier (6 a 12 meses)","No registra","Fórmula láctea en polvo para lactantes - Libre de gluten","21-098584"
"Alimentos para lactantes (0-12 meses)","Sancor Premier (6 a 12 Meses)","No registra","Fórmula láctea en polvo para lactantes - Libre de gluten","21-098584"
"Alimentos para lactantes (0-12 meses)","Vital 1","No registra","Fórmula láctea de inicio, UAT, para lactantes, adicionada con vitaminas y minerales. Libre de gluten","21-098888"
"Alimentos para lactantes (0-12 meses)","Vital 1","No registra","Fórmula láctea de inicio UAT, para lactantes libre de gluten","21-103908"
"Alimentos para lactantes (0-12 meses)","Vital 2","No registra","Fórmula láctea de continuación, UAT, para lactantes, fortificada con hierro y zinc. Libre de gluten","21-098882"
"Alimentos para lactantes (0-12 meses)","Vital 2","No registra","Fórmula láctea de continuación UAT, para lactantes libre de gluten","21-103909"
"Alimentos para lactantes (0-12 meses)","Vital Comfort","Vital Comfort","Fórmula láctea en polvo con ácidos grasos poliinsaturados de cadena larga, para lactantes. Libre de gluten","646519"
"Alimentos para lactantes (0-12 meses)","Vital infantil 1","No registra","Fórmula láctea de inicio en polvo, para lactantes desde el nacimiento hasta los 6 meses de edad. Libre de gluten - Sin TACC","02-508664"
"Alimentos para lactantes (0-12 meses)","Vital Infantil 1","No registra","Fórmula láctea de inicio, UAT, para lactantes desde el nacimiento. Adicionada con vitaminas y minerales. Libre de gluten.","21-047835"
"Alimentos para lactantes (0-12 meses)","Vital Infantil 2","No registra","Fórmula láctea de continuación, UAT, para lactantes a partir de los 6 Meses. Fortificada con hierro y zinc. Libre de gluten.","21-047833"
"Alimentos para lactantes (0-12 meses)","Vital infantil 2","No registra","Fórmula láctea de continuación en polvo para lactantes a partir de los 6 meses fortificada con hierro y zinc. Libre de gluten","02-508164"
"Alimentos para lactantes (0-12 meses)","Vital Infantil AR","No registra","Fórmula láctea en polvo, con hierro y nucleótidos para lactantes. Libre de gluten","02-572822"
"Alimentos para niños en primera infancia (1-3 años)","Baby Milk","No registra","Leche modificada en polvo para niños de 12-36 meses libre de gluten","025/080000019-3-7/170"
"Alimentos para niños en primera infancia (1-3 años)","Crecer Plus 3 La Serenísima La Verdad Láctea","No registra","Leche modificada UAT para niños de 1 a 3 años de edad – Libre de gluten","21-103812"
"Alimentos para niños en primera infancia (1-3 años)","Enfabebé Premium 3","No registra","Leche modificada en polvo para niños libre de gluten","21-106544"
"Alimentos para niños en primera infancia (1-3 años)","Enfabebé Premium 3","No registra","Leche modificada UAT para niños libre de gluten","21-106545"
"Alimentos para niños en primera infancia (1-3 años)","Enfabebé Premium 3+","No registra","Leche modificada UAT para niños sabor vainilla - Libre de gluten","21-107822"
"Alimentos para niños en primera infancia (1-3 años)","Formidable Crecer","Formidable Crecer 3","Leche modificada en polvo para niños de 12-36 meses. Libre de gluten","025/080000019-3-7/145"
"Alimentos para niños en primera infancia (1-3 años)","Franz Kalzium","No registra","Leche modificada en polvo fortificada con vitaminas A, D3 y calcio. Libre de gluten","21-100167"
"Alimentos para niños en primera infancia (1-3 años)","Kas 1000","No registra","Alimento a base de caseinato de sodio hidrolizado y maltodextrina, para lactantes y niños en la primera infancia. Libre de gluten","02-592492"
"Alimentos para niños en primera infancia (1-3 años)","La Serenísima - Crecer Plus entre 1 y 3 Años","No registra","Leche modificada para niños entre 1 y 3 años - UAT - homogeneizada - Libre de gluten","02-585829"
"Alimentos para niños en primera infancia (1-3 años)","La Serenísima Baby 3","No registra","Leche modificada, UAT, para niños mayores de 1 año libre de gluten","21-107049"
"Alimentos para niños en primera infancia (1-3 años)","Nestlé Nido 3","No registra","Leche modificada en polvo para niños a partir de 1 año adicionada con oligofructosa e inulina libre de gluten","21-105752"
"Alimentos para niños en primera infancia (1-3 años)","Nutrilon Premium","No registra","Leche modificada UAT con prebióticos - Libre de gluten","21-098456"
"Alimentos para niños en primera infancia (1-3 años)","Nutrilon Profutura 3","No registra","Leche modificada UAT con prebióticos, para niños a partir de 1 año libre de gluten","21-104440"
"Alimentos para niños en primera infancia (1-3 años)","Nutrilon Profutura 3","No registra","Leche modificada en polvo, adicionada con GOS y FOS, fortificada con hierro, calcio y zinc, vitaminas A, D y C, con ácidos grasos poliinsaturados de cadena larga y nucleótidos para niños a partir de 1 año. Libre de gluten","02-593507"
"Alimentos para niños en primera infancia (1-3 años)","Nutrilon Profutura 4","No registra","Leche modificada UAT con prebióticos, para niños a partir de 2 años libre de gluten","21-104439"
"Alimentos para niños en primera infancia (1-3 años)","Sancor","No registra","Leche en polvo parcialmente descremada instantánea con concentrado lácteo, sacarosa, aceite de maíz y maltodextrina fortificada con calcio, hierro, cinc y vitaminas A, C y D. Libre de gluten","02-577877"
"Alimentos para niños en primera infancia (1-3 años)","Sancor","No registra","Leche en polvo parcialmente descremada instantánea con concentrado lácteo, aceite de maíz, maltodextrina y calcio fortificada con vitaminas A y D. Libre de gluten","02-577880"
"Alimentos para niños en primera infancia (1-3 años)","Sancor","No registra","Leche en polvo parcialmente descremada instantánea con concentrado lácteo, sacarosa, cacao, aceite de maíz, maltodextrina, calcio, carragenina y esencia de vainilla fortificada con vitaminas A y D. Libre de gluten","02-577909"
"Alimentos para niños en primera infancia (1-3 años)","Sancor Bebé","No registra","Leche UAT modificada para niños - Libre de gluten","02-570171"
"Alimentos para niños en primera infancia (1-3 años)","Sancor Bebé","No registra","Leche entera en polvo modificada con prebióticos para niños (1 a 3 Años) Libre de gluten","21-088974"
"Alimentos para niños en primera infancia (1-3 años)","Sancor Bebé","No registra","Leche de crecimiento UAT para niños","21-101575"
"Alimentos para niños en primera infancia (1-3 años)","Sancor Bebé","No registra","Leche de crecimiento en polvo para niños","21-101634"
"Alimentos para niños en primera infancia (1-3 años)","Sancor Bebé 1 a 3 Años","No registra","Leche en polvo modificada para niños libre de gluten","21-043502"
"Alimentos para niños en primera infancia (1-3 años)","Sancor Bebé 1 a 3 Años","No registra","Leche UAT modificada para niños libre de gluten","21-043601"
"Alimentos para niños en primera infancia (1-3 años)","Sancor Bebé 1 a 3 Años","No registra","Leche entera en polvo modificada con prebióticos para niños - Libre de gluten","21-097646"
"Alimentos para niños en primera infancia (1-3 años)","Sancor Bebé 1 a 3 Años","No registra","Leche UAT entera modificada con prebióticos para niños - Libre de gluten","21-097647"
"Alimentos para niños en primera infancia (1-3 años)","Sancor Bebé 1 a 3 Años","No registra","Leche en polvo modificada para niños - Libre de gluten","21-097648"
"Alimentos para niños en primera infancia (1-3 años)","Sancor Bebé 1 a 3 Años","No registra","Leche UAT modificada para niños libre de gluten","21-097649"
"Alimentos para niños en primera infancia (1-3 años)","Sancor bebé 3","No registra","Leche de crecimiento UAT para niños sabor vainilla libre de gluten","21-106580"
"Alimentos para niños en primera infancia (1-3 años)","Sancor Bebé 3","No registra","Leche modificada en polvo para niños libre de gluten","21-108821"
"Alimentos para niños en primera infancia (1-3 años)","Sancor Bebé 3","No registra","Leche modificada UAT para niños libre de gluten","21-108855"
"Alimentos para niños en primera infancia (1-3 años)","Sancor bebe 3 +","No registra","Leche modificada UAT para niños sabor vainilla libre de gluten","21-107645"
"Alimentos para niños en primera infancia (1-3 años)","Sancor Bebé Premium (1 a 3 Años)","No registra","Leche modificada en polvo para niños - Libre de gluten","21-098105"
"Alimentos para niños en primera infancia (1-3 años)","Sancor Bebé Premium (1 a 3 Años)","No registra","Leche modificada UAT para niños libre de gluten","21-098108"
"Alimentos para niños en primera infancia (1-3 años)","Sancor Premier (1 a 3 Años)","No registra","Fórmula láctea en polvo para niños libre de gluten","21-098585"
"Alimentos para niños en primera infancia (1-3 años)","Vital 3","No registra","Leche modificada, UAT, fortificada con hierro y zinc. Libre de gluten","21-098881"
"Alimentos para niños en primera infancia (1-3 años)","Vital 3","No registra","Leche modificada UAT. Libre de gluten","21-103910"
"Alimentos para niños en primera infancia (1-3 años)","Vital 3","No registra","Leche modificada en polvo, para niños después del año - Fortificada con hierro y zinc - Libre de gluten","02-582369"
"Alimentos para propósitos médicos específicos","Abound","Abound","Alimento para propósitos médicos específicos en polvo dietético para preparar bebida a base de glutamina, arginina y beta hidroximetilbutirato, sabor naranja, en sobres. Libre de gluten","520068"
"Alimentos para propósitos médicos específicos","Alitra Q","Alitra Q","Alimento para propósitos médicos específicos en polvo a base de carbohidratos, proteínas, aminoácidos, lípidos, vitaminas y minerales, sabor a vainilla, en sobres. Libre de gluten","620117"
"Alimentos para propósitos médicos específicos","Alitra Q","Alitra Q","Alimento para propósitos médicos específicos en polvo a base de carbohidratos, proteínas, aminoácidos, lípidos, vitaminas y minerales, sabor a vainilla, en sobres. Libre de gluten","620117"
"Alimentos para propósitos médicos específicos","Alitraq ?","Alitraq ?","Alimento para propósitos médicos específicos en polvo a base de carbohidratos, aminoácidos, lípidos, vitaminas y minerales, sabor vainilla, en sobres. Libre de gluten","520089"
"Alimentos para propósitos médicos específicos","Cubitan","Cubitan","Alimento para propósitos médicos específicos, bebible, a base de proteínas, carbohidratos, lípidos, vitaminas y minerales, para niños mayores de 3 años y adultos. Libre de gluten","660101"
"Alimentos para propósitos médicos específicos","Diasip","Diasip","Alimento para propósitos médicos específicos, dietético, bebible, nutricionalmente completo, a base de carbohidratos, proteínas, grasas, fibras, vitaminas y minerales, sabor vainilla. Libre de gluten","660076"
"Alimentos para propósitos médicos específicos","Diasip","Diasip","Alimento para propósitos médicos específicos dietético, bebible, nutricionalmente completo, a base de carbohidratos, proteínas, lípidos, fibras, vitaminas y minerales, sabor vainilla. Libre de gluten","660086"
"Alimentos para propósitos médicos específicos","Enterex","Enterex Kidz Ultra","Alimento para propósitos médicos específicos en polvo, a base de carbohidratos, proteínas, lípidos, vitaminas, minerales y fibra, para niños de 1 - 13 años, sabor vainilla. Libre de gluten","520015"
"Alimentos para propósitos médicos específicos","Enterex","Enterex Kidz","Alimento para propósitos médicos específicos líquido a base de carbohidratos, proteínas, lípidos, fibra, vitaminas y minerales, para niños mayores de 1 año, sabor vainilla. Libre de gluten","520016"
"Alimentos para propósitos médicos específicos","Enterex","Enterex HPT","Alimento para propósitos médicos específicos en polvo dietético a base de maltodextrina, triglicéridos de cadena media, aceite de canola y aminoácidos, sabor vainilla. Libre de gluten","520002"
"Alimentos para propósitos médicos específicos","Espesan","Espesan","Espesante instantáneo de alimentos y bebidas para niños mayores de 1 año y adultos. Libre de gluten","270108"
"Alimentos para propósitos médicos específicos","Espesan","Espesan","Espesante instantáneo de alimentos y bebidas para niños mayores de 1 año y adultos. Libre de gluten","276502"
"Alimentos para propósitos médicos específicos","Fortifit Strawberry","Fortifit Strawberry","Alimento para propósitos médicos específicos en polvo, para preparar bebida a base de proteínas, aminoácidos, fibra, vitaminas y minerales sabor frutilla. Libre de gluten","560085"
"Alimentos para propósitos médicos específicos","Fortifit Vanilla","Fortifit Vanilla","Alimento para propósitos médicos específicos en polvo, para preparar bebida a base de proteínas, aminoácidos, fibra, vitaminas y minerales sabor vainilla. Libre de gluten","560084"
"Alimentos para propósitos médicos específicos","Fortini","Sabor neutro","Alimento para propósitos médicos específicos - Alimentación completa en polvo para reconstituir y beber o administrar por sonda - Libre de gluten","02-578558"
"Alimentos para propósitos médicos específicos","Fortini","Sabor vainilla","Alimento para propósitos médicos específicos. Alimentación completa en polvo para reconstituir y beber o administrar por sonda - Libre de gluten","02-578557"
"Alimentos para propósitos médicos específicos","Fortini Multi Fibre","No registra","Alimento para propósitos médicos específicos líquido, nutricionalmente completo, a base de carbohidratos, proteínas, lípidos, fibra, vitaminas y minerales, para niños mayores de 1 año, sabor frutilla. Libre de gluten","666458"
"Alimentos para propósitos médicos específicos","Fortisip Chocolate","Fortisip Chocolate","Alimento para propósitos médicos específicos a base de carbohidratos, lípidos, proteínas, vitaminas y minerales, sabor chocolate, libre de gluten","666281"
"Alimentos para propósitos médicos específicos","Fortisip Compact","Fortisip Compact","Alimento para propósitos médicos específicos líquido a base de jarabe de glucosa, caseína, aceites vegetales, vitaminas y minerales sabor vainilla. Libre de gluten","660071"
"Alimentos para propósitos médicos específicos","Fortisip Max. Sabor vainilla","Fortisip Max. Sabor vainilla","Alimento para propósitos médicos específicos en polvo dietético nutricionalmente completo a base de carbohidratos, lípidos, proteínas, vitaminas y minerales sabor vainilla. Libre de gluten","560059"
"Alimentos para propósitos médicos específicos","Fortisip Max. Sin sabor","Fortisip Max. Sin sabor","Alimento para propósitos médicos específicos en polvo dietético nutricionalmente completo a base de carbohidratos, lípidos, proteínas, vitaminas y minerales. Libre de gluten","560058"
"Alimentos para propósitos médicos específicos","Fortisip Polvo Sabor Neutro","Fortisip Polvo Sabor Neutro","Alimento para propósitos médicos específicos nutricionalmente completo y balanceado a base de maltodextrina, caseinato de calcio, aceites vegetales, vitaminas y minerales. Libre de lactosa y de gluten","02-582245"
"Alimentos para propósitos médicos específicos","Fortisip Vainilla","Fortisip Vainilla","Alimento para propósitos médicos específicos a base de carbohidratos, lípidos, proteínas, vitaminas y minerales, sabor vainilla. Libre de gluten","666279"
"Alimentos para propósitos médicos específicos","Fresenius Kabi S.A.","Frebini Energy Drink - Sabor banana","Alimento para propósitos médicos específicos bebible, nutricionalmente completo, a base de carbohidratos, proteínas, lípidos, vitaminas y minerales, para niños de 1 a 12 años, sabor banana. Libre de gluten","560013"
"Alimentos para propósitos médicos específicos","Fresenius Kabi S.A.","Frebini Original","Alimento para propósitos médicos específicos líquido a base de carbohidratos, proteínas, lípidos, vitaminas y minerales, para niños de 1 a 12 años. Libre de gluten","560029"
"Alimentos para propósitos médicos específicos","Fresenius Kabi S.A.","Fresubin Energy Drink - Sabor chocolate","Alimento para propósitos médicos específicos líquido a base de carbohidratos, proteínas, lípidos, vitaminas y minerales, para niños mayores de 1 año y adultos. Libre de gluten","560004"
"Alimentos para propósitos médicos específicos","Fresenius Kabi S.A.","Fresubin Original","Alimento para propósitos médicos específicos líquido a base de carbohidratos, proteínas, lípidos, vitaminas y minerales, para niños mayores de 1 año y adultos. Libre de gluten","560023"
"Alimentos para propósitos médicos específicos","Fresenius Kabi S.A.","Fresubin Energy Drink - Sabor vainilla","Alimento para propósitos médicos específicos líquido, a base de carbohidratos, proteínas, lípidos, vitaminas y minerales, para niños mayores de 1 año y adultos. Libre de gluten","560035"
"Alimentos para propósitos médicos específicos","Fresenius Kabi S.A.","Fresubin HP Energy","Alimento para propósitos médicos específicos líquido, a base de carbohidratos, proteínas, lípidos, vitaminas y minerales, para niños mayores de 1 año y adultos. Libre de gluten","560044"
"Alimentos para propósitos médicos específicos","Fresenius Kabi S.A.","Frebini Energy Drink - Sabor frutilla","Alimento para propósitos médicos específicos bebible, nutricionalmente completo, a base de carbohidratos, proteínas, lípidos, vitaminas y minerales, para niños de 1 a 12 años, sabor frutilla. Libre de gluten","560008"
"Alimentos para propósitos médicos específicos","Glucerna","Glucerna","Alimento para propósitos médicos específicos líquido a base de carbohidratos, proteínas, lípidos, fibra, vitaminas y minerales, sabor vainilla. Libre de gluten","520062"
"Alimentos para propósitos médicos específicos","Glucerna ?","Glucerna ? Shake","Alimento para propósitos médicos específicos bebible, dietético, a base de carbohidratos, proteínas, lípidos, fibra, vitaminas y minerales, sabor frutilla. Libre de gluten","520109"
"Alimentos para propósitos médicos específicos","Glucerna ?","Glucerna ? Shake","Alimento para propósitos médicos específicos bebible, dietético, a base de carbohidratos, proteínas, lípidos, fibra, vitaminas y minerales, sabor vainilla. Libre de gluten","520110"
"Alimentos para propósitos médicos específicos","Glucerna ?","Glucerna ? Shake","Alimento para propósitos médicos específicos bebible, dietético, a base de carbohidratos, proteínas, lípidos, fibra, vitaminas y minerales, sabor chocolate. Libre de gluten","520111"
"Alimentos para propósitos médicos específicos","Glucerna ? 1,5 Kcal","Glucerna ? 1,5 Kcal","Alimento para propósitos médicos específicos líquido a base de carbohidratos, proteínas, lípidos, fibra, vitaminas y minerales. Libre de gluten","520086"
"Alimentos para propósitos médicos específicos","Glucerna ? Triple Care","Glucerna ? Triple Care","Alimento para propósitos médicos específicos bebible, dietético, a base de carbohidratos, proteínas, lípidos, fibra, vitaminas y minerales, sabor vainilla. Libre de gluten","520081"
"Alimentos para propósitos médicos específicos","Glucerna SR","Glucerna SR","Alimento para propósitos médicos específicos a base de carbohidratos, proteínas, lípidos, fibra, vitaminas y minerales, sabor vainilla. Libre de gluten","510046"
